0,1
Demographics.Factor for hot mortality 0-65,0.965032403
Demographics.Factor for hot mortality 65-75,1.158038883
Demographics.Factor for hot mortality 75 plus,1.737058325
Demographics.Factor for cold mortality 0-65,0.916740283
Demographics.Factor for cold mortality 65-75,1.741806538
Demographics.Factor for cold mortality 75 plus,2.20017668
