Temperature,Mortality
-0.006813789,-0.024852227
0.559972162,1.393746738
0.860357289,2.19597756
1.245738443,3.307391715
1.653775799,4.542714324
2.044799842,5.778389613
2.40179726,7.014770264
2.855104699,8.684477821
3.246058206,10.23109985
3.636997606,11.83991122
3.993924489,13.3872386
0.372938582,0.900111447
