Temperature,Mortality
0,-0.024875625
0.775471698,1.5920398
1.466037735,2.89800995
1.805660376,3.5199005
2.315094339,4.26616915
2.643396225,4.7636816
3.096226416,5.323383075
3.696226416,5.945273625
3.950943396,6.1318408
