Temperature,Mortality
0,-0.024875625
0.481132074,1.840796025
0.94528302,3.6442786
1.375471698,5.38557215
1.839622641,7.251243775
2.603773584,10.42288558
3.147169812,12.7238806
3.594339624,14.6517413
3.979245282,16.33084578
2.179245282,8.68159205
