Temperature,Mortality
0,-0.024875625
0.339622641,-0.52238805
0.594339624,-0.833333325
1.398113208,-1.76616915
1.930188678,-2.2636816
2.552830188,-2.636815925
3.101886792,-2.88557215
3.55471698,-3.00995025
3.996226416,-3.00995025
