Temperature,Mortality
-0.006813789,-0.024852227
0.293641874,0.46643186
0.565756124,0.8961144
0.775502335,1.264900756
0.973920445,1.571732884
1.166653343,1.940871921
1.427411277,2.432978929
1.614473072,2.802235525
1.954584143,3.479264731
2.260682696,4.094809952
2.583766347,4.834381187
2.878508584,5.512350875
3.218605548,6.251569429
3.570002398,7.177120904
3.813732913,7.731769939
3.989424284,8.22564035
