IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
71,"Percentage of total population by broad age group","Percentage of total population by broad age group","World Population Prospects",2024,"United Nations Population Division",900,"World","1W","WLD",66,"2015",4,"Median",3,"Both sexes",228,0,14,"0-14",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",26.607216508501356
71,"Percentage of total population by broad age group","Percentage of total population by broad age group","World Population Prospects",2024,"United Nations Population Division",900,"World","1W","WLD",66,"2015",4,"Median",3,"Both sexes",40,15,64,"15-64",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",65.12560729181432
71,"Percentage of total population by broad age group","Percentage of total population by broad age group","World Population Prospects",2024,"United Nations Population Division",900,"World","1W","WLD",66,"2015",4,"Median",3,"Both sexes",45,65,null,"65+",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",8.267176199684323
71,"Percentage of total population by broad age group","Percentage of total population by broad age group","World Population Prospects",2024,"United Nations Population Division",900,"World","1W","WLD",66,"2015",4,"Median",3,"Both sexes",34,75,null,"75+",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.283380481756006
